Gender,Marital_Status,Dependents,Employment_Type,Education_Level,Annual_Income,Monthly_Expenses,Business_Income,Job_Stability_Years,Existing_EMI,Loan_Type,Loan_Amount,Property_Value,Document_Status,Bank_Balance,Savings_Balance,Eligibility_Status
male,single,1,private,postgraduate,1788264,39376,260582,1,96600,education,1103498,5684992,verified,388944,192441,Fully Eligible
female,married,3,self-employed,postgraduate,786268,13179,387265,12,271155,car,759482,4865286,verified,42611,44999,Fully Eligible
male,married,0,government,graduate,1858347,31641,338441,7,91718,home,830118,2548157,unverified,458279,220028,Fully Eligible
male,single,1,government,postgraduate,1020543,17333,150960,5,99666,car,539559,3548496,verified,158169,97675,Fully Eligible
male,single,0,private,postgraduate,675705,9294,384138,11,164298,business,741379,5273940,verified,74168,59310,Fully Eligible
male,married,2,self-employed,graduate,322378,4430,291869,12,283313,education,188617,974559,verified,55209,18723,Fully Eligible
female,single,1,private,graduate,281798,5315,238357,7,244086,business,965500,2922747,unverified,30084,12672,Partially Eligible
male,single,1,private,postgraduate,662668,6016,90034,1,118389,home,1168884,3642532,verified,47410,38066,Fully Eligible
male,married,2,government,graduate,325210,5901,128041,5,88974,education,1301305,4516715,verified,32659,29471,Partially Eligible
female,married,0,private,graduate,2058950,42022,44259,2,200350,personal,452531,1550505,unverified,449181,300095,Fully Eligible
male,married,3,private,graduate,1186432,16932,204572,1,60940,business,305020,2203571,unverified,117939,71553,Fully Eligible
male,married,1,government,graduate,1922937,22990,67500,6,232503,business,982254,6386098,verified,254159,214031,Fully Eligible
female,married,2,private,non-graduate,611527,7270,62943,12,280570,car,369398,1511099,verified,97779,31223,Fully Eligible
female,single,2,self-employed,postgraduate,1144624,11099,123296,5,81170,education,1254638,8259136,verified,256393,90325,Fully Eligible
female,single,1,government,graduate,222642,2188,32678,4,43931,business,1435346,9129770,verified,11614,14067,Fully Eligible
male,single,0,private,non-graduate,285639,3173,289992,1,97685,home,1927657,8243286,verified,64673,20409,Partially Eligible
female,married,0,private,postgraduate,1981337,17144,394560,5,69199,education,648737,1719104,verified,392752,112344,Fully Eligible
female,single,1,private,postgraduate,1182748,15104,163537,7,205937,education,1980303,5037346,verified,150627,173605,Fully Eligible
male,single,2,private,graduate,365522,4912,101041,1,40480,car,832531,3436785,verified,90799,25530,Fully Eligible
male,married,1,private,graduate,1461952,36432,223599,4,26737,business,354079,965565,verified,90298,196892,Fully Eligible
male,single,3,self-employed,graduate,2409185,59895,477781,6,1000,business,1143229,3550269,verified,475941,169732,Fully Eligible
male,single,3,private,graduate,1717786,19670,305711,13,47020,personal,806788,3043363,verified,333199,157195,Fully Eligible
male,married,0,private,graduate,1534127,18231,246564,8,279983,personal,1231866,4182317,verified,367224,214331,Fully Eligible
female,single,3,private,graduate,2039453,33715,106325,7,271730,education,382512,1233165,verified,438248,114658,Fully Eligible
female,single,2,private,graduate,1986245,21477,173984,7,91673,business,974690,3714266,verified,327963,169453,Fully Eligible
female,single,3,government,graduate,841089,14074,415621,8,143104,car,1422951,8800184,unverified,81154,120925,Fully Eligible
male,married,1,private,postgraduate,396557,5944,97114,13,140733,business,1132106,5346007,verified,60261,52409,Fully Eligible
male,married,2,self-employed,graduate,550215,7561,290117,7,151751,car,206596,1201563,unverified,38812,52180,Fully Eligible
male,single,0,private,postgraduate,656418,14469,21302,13,226665,personal,598992,4279082,verified,96962,38669,Fully Eligible
female,married,0,private,postgraduate,335195,7419,223147,4,112514,home,1618595,4057449,verified,29761,32015,Partially Eligible
female,single,3,private,graduate,661982,16415,46897,11,80588,business,620151,4499969,unverified,156834,86247,Fully Eligible
male,married,0,private,graduate,440784,5312,299317,6,77907,personal,885180,3448394,verified,57884,49237,Fully Eligible
female,single,1,self-employed,non-graduate,2151465,49780,234174,12,237162,home,1481063,5831743,verified,171894,195946,Fully Eligible
male,married,2,private,graduate,579318,10020,243048,2,73519,home,1857345,10488511,verified,31716,34405,Fully Eligible
female,married,1,government,postgraduate,1179933,21464,248335,8,123344,personal,1713039,7373388,verified,136979,125587,Fully Eligible
female,married,1,private,postgraduate,517317,12038,449151,3,75993,personal,235560,683663,verified,31848,33990,Fully Eligible
female,single,1,government,graduate,1519946,36545,421166,4,146397,personal,1399641,8477958,verified,215623,47852,Fully Eligible
male,single,1,private,graduate,1642433,33582,299704,2,243756,car,1411824,4822707,verified,97576,124113,Fully Eligible
female,married,2,private,graduate,1514595,21402,331393,9,13469,education,394473,2819243,verified,328145,82116,Fully Eligible
female,single,2,private,non-graduate,2231402,36805,159396,2,140043,education,226871,1687765,unverified,319381,306274,Fully Eligible
male,married,1,private,postgraduate,1710176,31782,238172,14,269411,education,892247,3039098,verified,356685,76087,Fully Eligible
female,married,1,government,non-graduate,871437,19297,109846,13,93266,car,1554828,9746331,verified,107025,61611,Fully Eligible
male,married,0,private,graduate,1112229,21465,77524,6,262699,personal,1027445,7663832,unverified,226421,62034,Fully Eligible
male,single,0,private,graduate,796886,11494,158348,3,105129,education,1601264,11651657,verified,104441,40049,Fully Eligible
male,married,2,private,graduate,701434,10730,124530,12,68628,car,980350,5219946,verified,129257,62730,Fully Eligible
male,married,0,private,non-graduate,1696906,15567,201024,6,296185,car,377355,1532112,verified,326906,250689,Fully Eligible
male,married,2,self-employed,graduate,2194485,52092,11740,4,1212,personal,1228124,3141932,verified,374151,166427,Fully Eligible
female,single,2,self-employed,graduate,801798,7859,409903,13,292161,home,722792,5053167,verified,48940,71047,Fully Eligible
male,single,3,self-employed,non-graduate,1120423,20166,377350,8,223076,car,1537646,4117775,unverified,138273,119183,Fully Eligible
male,single,2,private,graduate,1582888,36186,29598,3,196116,business,584030,3143314,verified,325041,179105,Fully Eligible
male,single,0,government,graduate,1060892,16282,380862,8,238361,car,510482,1751334,verified,249243,89239,Fully Eligible
male,married,3,self-employed,graduate,2229848,48318,189356,3,224272,home,1916797,7111155,verified,406047,88336,Fully Eligible
female,married,0,private,graduate,2014392,43773,97335,14,219651,home,1777328,4650837,unverified,490442,263269,Fully Eligible
male,single,2,private,non-graduate,2069013,19305,350399,5,99366,business,603494,1620098,verified,216980,199163,Fully Eligible
female,married,2,government,graduate,283400,4308,202773,11,212750,education,1251213,5318942,verified,21898,24425,Fully Eligible
male,single,1,private,graduate,2165642,42988,174910,13,187387,car,156044,1074799,unverified,250305,283607,Fully Eligible
female,single,2,self-employed,graduate,1058865,16277,376911,2,59533,personal,1990649,10608500,verified,196548,107785,Fully Eligible
male,single,3,private,graduate,2250735,39206,341275,6,88531,personal,1945697,10101149,verified,288317,124893,Fully Eligible
male,single,2,private,graduate,223670,4079,326059,7,94553,business,371663,2081874,verified,40668,18074,Fully Eligible
female,married,1,self-employed,graduate,1390599,15093,73830,8,170817,home,705916,3654293,verified,264757,156570,Fully Eligible
male,single,2,self-employed,postgraduate,2492293,37882,385752,13,188591,education,1358608,5463265,unverified,430650,369549,Fully Eligible
female,married,2,private,graduate,910712,8021,389261,4,153793,car,1380416,9524665,verified,187397,94236,Fully Eligible
male,single,2,self-employed,postgraduate,1851769,20049,474097,9,199599,car,1646021,8029317,verified,178933,98754,Fully Eligible
female,married,1,private,graduate,2052210,34622,65108,2,136943,car,1374112,8606418,verified,147635,65832,Fully Eligible
male,single,0,self-employed,postgraduate,207188,3707,35218,14,264835,personal,1068758,7545675,verified,12359,13763,Fully Eligible
male,single,2,government,graduate,2088334,22492,336827,14,145568,education,1491030,3755362,verified,512100,169870,Fully Eligible
female,single,3,government,graduate,869495,18195,486988,8,135574,business,1895209,9268875,verified,168303,91059,Fully Eligible
male,single,1,private,non-graduate,1380206,20081,242433,6,66740,personal,1639894,9057263,verified,134829,73655,Fully Eligible
male,single,3,private,graduate,1956021,46313,414514,4,17676,home,1551614,7776635,verified,284378,78363,Fully Eligible
male,married,2,self-employed,graduate,226195,3346,25315,2,257862,education,1069852,7501886,verified,14125,12856,Fully Eligible
male,married,1,private,graduate,1796079,19451,497229,4,247353,home,1320631,9508860,verified,328583,169067,Fully Eligible
male,married,2,private,graduate,2303101,48287,454817,3,215230,car,459879,1458482,verified,560624,105088,Fully Eligible
male,married,3,government,graduate,1551131,27604,238161,13,62784,personal,786875,3157185,unverified,296522,75103,Fully Eligible
female,single,1,private,graduate,2477445,36612,178391,4,30055,education,689915,2635060,verified,432351,340730,Fully Eligible
female,single,0,private,postgraduate,1509058,21528,167389,4,33321,personal,1435791,7155753,verified,353782,61456,Fully Eligible
female,married,0,private,postgraduate,1841302,19971,33330,11,256369,education,495826,2186853,verified,280758,209684,Fully Eligible
male,married,0,private,postgraduate,524665,7352,21394,7,260391,car,614941,2641836,unverified,104421,17294,Fully Eligible
female,married,2,private,graduate,2245378,19809,362147,1,14356,education,1339751,6925847,unverified,531162,225523,Fully Eligible
male,married,1,government,graduate,1924660,32154,350458,9,130130,car,361276,1788436,verified,345237,248255,Fully Eligible
male,single,3,private,postgraduate,1456492,33905,107220,5,105423,personal,1774898,8567213,verified,226058,137089,Fully Eligible
male,single,3,private,graduate,1878718,40559,458450,3,207401,personal,835324,2561161,verified,312033,113950,Fully Eligible
male,single,2,self-employed,postgraduate,2268294,19980,161653,7,38599,personal,1275930,6630154,verified,462482,73578,Fully Eligible
female,single,2,self-employed,graduate,2426960,55871,386457,7,93516,car,160110,447475,verified,146530,75710,Fully Eligible
male,single,3,self-employed,graduate,1074336,17051,15010,8,198297,home,1532030,8551403,verified,124219,138104,Fully Eligible
female,single,1,private,postgraduate,1643947,18929,148798,10,286671,home,817828,4593894,verified,99117,173188,Fully Eligible
male,married,2,self-employed,postgraduate,1147407,23950,182119,4,200560,education,710736,2702895,verified,237793,97078,Fully Eligible
female,married,1,private,postgraduate,327277,4488,455043,13,38950,personal,813819,2585148,verified,76246,29699,Fully Eligible
female,married,3,private,non-graduate,2474733,31071,137300,9,75063,home,231382,1501986,verified,321468,231849,Fully Eligible
female,married,1,private,postgraduate,677051,7462,293378,2,118969,business,593613,3770578,unverified,67986,49440,Fully Eligible
female,single,0,private,graduate,1738575,28588,380932,6,284630,personal,1221422,8830926,verified,101040,225413,Fully Eligible
female,single,3,private,non-graduate,2196181,21720,346346,3,260422,business,1145241,5418761,verified,112811,327751,Fully Eligible
female,married,0,self-employed,postgraduate,2030621,43509,228764,8,243415,home,261223,1065204,verified,322985,185522,Fully Eligible
male,single,3,private,postgraduate,2425079,39232,262518,8,272493,car,1363839,5473140,verified,282968,216368,Fully Eligible
female,single,0,self-employed,graduate,1786105,28189,362770,6,279872,business,237382,807316,verified,433703,252201,Fully Eligible
male,single,1,private,non-graduate,2123995,17765,206194,4,237628,business,1497734,6363368,verified,453452,232545,Fully Eligible
female,single,3,private,graduate,2450403,53821,160656,14,89960,personal,489525,1536612,verified,343501,261288,Fully Eligible
male,married,3,private,graduate,1078091,17839,356129,8,277650,education,323549,2219604,verified,96732,40338,Fully Eligible
female,single,0,government,graduate,1820529,28518,353811,6,101717,car,306020,1295812,verified,230399,161558,Fully Eligible
female,married,1,government,graduate,1777319,37364,287643,12,185472,personal,437737,2292164,verified,114328,181602,Fully Eligible
male,married,3,government,graduate,2337611,21930,140104,9,128050,personal,1065278,3017844,verified,408015,299667,Fully Eligible
female,single,2,self-employed,postgraduate,1309475,18914,30089,14,138814,home,1768004,6901705,verified,292043,154539,Fully Eligible
female,single,0,self-employed,postgraduate,217597,3901,211604,7,281884,education,387382,1401434,verified,29828,32390,Fully Eligible
female,single,3,self-employed,graduate,1519772,24330,126952,9,187946,education,441727,3063294,verified,221995,59873,Fully Eligible
male,single,1,self-employed,postgraduate,1808555,20546,37491,13,58949,car,908663,3089522,unverified,429658,172943,Fully Eligible
female,married,1,private,graduate,1357449,18082,83971,14,214076,car,388643,2517487,verified,151921,58805,Fully Eligible
male,married,1,private,graduate,214206,2856,145941,8,205006,education,1194644,4675051,unverified,15066,27088,Partially Eligible
female,married,1,private,graduate,2203144,54783,372550,14,234264,business,259018,921020,verified,140547,218134,Fully Eligible
female,single,0,private,non-graduate,1589286,21884,145085,4,26475,business,346821,883803,verified,323646,99934,Fully Eligible
male,married,3,private,graduate,2186657,25699,329227,12,276394,personal,746798,2955684,verified,204821,181127,Fully Eligible
female,married,0,private,graduate,978161,21562,438154,6,44560,education,1899178,5415394,verified,244334,138639,Fully Eligible
female,single,0,private,graduate,2247126,34499,493973,14,220044,personal,1043513,4498228,verified,545218,277624,Fully Eligible
male,married,1,private,postgraduate,1928863,30343,435612,7,296538,business,1416341,3915504,unverified,425807,180958,Fully Eligible
female,single,2,government,postgraduate,1005903,17584,453820,4,96501,car,1161414,3276502,verified,151667,126872,Fully Eligible
male,married,1,private,graduate,675591,12337,264508,4,111067,education,1406546,6009780,verified,102386,22748,Fully Eligible
male,married,2,private,graduate,1778717,32329,408090,10,162928,home,1225220,5807552,verified,420542,244833,Fully Eligible
male,single,0,government,postgraduate,1773121,15795,433582,3,65661,personal,1033219,4300321,verified,194094,213196,Fully Eligible
female,married,1,private,postgraduate,1471869,32352,383315,10,223497,education,417344,1092804,verified,216863,184840,Fully Eligible
male,single,1,private,graduate,426780,4942,7821,6,153737,home,169743,575508,verified,55702,40273,Fully Eligible
male,single,0,private,postgraduate,2170810,28667,266758,11,136429,personal,209931,1510505,verified,264219,246151,Fully Eligible
female,married,1,private,non-graduate,1784169,20025,104334,2,117256,business,292659,1568262,unverified,407446,190956,Fully Eligible
male,married,3,private,graduate,1430196,30202,213915,13,245729,personal,336017,2274809,verified,278718,182456,Fully Eligible
female,single,2,private,graduate,1149620,20763,173482,11,134267,car,175059,482575,verified,274635,131690,Fully Eligible
female,single,2,private,graduate,2007658,42003,288265,4,159157,personal,1474819,3742888,verified,129323,181358,Fully Eligible
female,single,2,self-employed,postgraduate,2007411,38589,234162,8,103747,personal,868771,5567741,verified,432501,80713,Fully Eligible
female,single,1,private,graduate,459450,4626,97794,3,30080,education,1317292,5825590,verified,53116,68589,Fully Eligible
male,married,3,self-employed,graduate,2451063,32742,488395,12,213740,education,255706,1111226,verified,412248,177122,Fully Eligible
male,married,1,private,postgraduate,210818,3539,439244,13,118484,business,1317972,4864757,verified,40208,25561,Partially Eligible
male,married,2,private,postgraduate,206202,2766,6758,8,15930,car,1560728,5154648,verified,16147,21308,Partially Eligible
male,single,1,self-employed,graduate,444015,5234,154923,7,110232,car,818224,5434869,unverified,88667,65417,Fully Eligible
male,married,2,private,graduate,1287522,29394,384053,14,94662,business,383078,1075312,unverified,152107,187541,Fully Eligible
female,single,0,government,graduate,2003851,41672,195745,7,171417,home,1787929,8924943,verified,211828,164601,Fully Eligible
male,married,2,private,postgraduate,1701404,23967,64960,11,192465,personal,399564,1718989,verified,245526,225035,Fully Eligible
male,married,0,self-employed,postgraduate,1236076,26060,77541,9,241216,education,1613774,6256743,verified,255358,54937,Fully Eligible
male,married,0,private,graduate,2409364,45277,306008,4,35516,business,125805,793039,verified,317568,133409,Fully Eligible
female,single,0,private,graduate,1672634,14044,297170,11,115208,business,1089023,7508556,verified,266020,165255,Fully Eligible
female,single,2,self-employed,postgraduate,2226178,32660,93976,8,201097,education,442639,1538146,verified,217491,123421,Fully Eligible
male,single,3,self-employed,graduate,426405,5617,463294,2,282719,education,264592,763360,verified,48430,18876,Fully Eligible
female,married,2,private,postgraduate,1213530,14520,229445,3,246819,home,592953,2594326,verified,289171,65951,Fully Eligible
male,single,1,government,graduate,876726,10982,75052,4,27575,car,1374735,6462160,verified,204980,61271,Fully Eligible
male,single,1,private,non-graduate,2136898,51369,240707,9,160338,education,430875,1191658,verified,486184,316058,Fully Eligible
female,single,3,private,graduate,2190137,36002,497433,1,202695,business,1811774,8787424,verified,279669,88812,Fully Eligible
female,married,3,private,graduate,1647872,37014,387353,7,31394,personal,1916015,13902083,verified,92065,66328,Fully Eligible
male,single,3,self-employed,graduate,1457965,17355,242841,2,233692,home,743387,3291828,verified,340886,51409,Fully Eligible
male,married,0,government,postgraduate,315446,3545,424397,5,167741,personal,1477792,10344619,verified,41055,18521,Fully Eligible
female,married,3,private,graduate,1542662,35707,171965,1,191606,personal,893773,6026601,verified,325061,66968,Fully Eligible
male,married,3,private,graduate,2321384,38523,236767,6,114251,car,837057,3919824,verified,355486,81937,Fully Eligible
female,single,3,self-employed,non-graduate,1047360,24353,131439,13,248252,personal,580473,3501740,verified,239508,87361,Fully Eligible
male,single,2,private,non-graduate,986028,9252,378715,12,144700,business,1843541,6535896,verified,72361,124785,Fully Eligible
female,single,1,private,non-graduate,1833227,43277,431292,3,278370,business,396634,1259533,verified,395893,76903,Fully Eligible
male,single,1,private,graduate,1122950,17133,416129,13,94500,education,502013,1260347,verified,250958,47953,Fully Eligible
male,single,3,private,non-graduate,2026825,22138,168916,6,11005,car,415432,1190887,unverified,218927,258158,Fully Eligible
female,married,1,private,graduate,2143678,42279,354029,8,4611,education,254674,1436775,verified,375247,148569,Fully Eligible
male,single,2,private,graduate,1626392,35154,285453,8,17463,personal,423076,2930662,verified,99216,146419,Fully Eligible
male,married,1,self-employed,graduate,1707996,15581,449188,12,142890,business,1972215,14573088,verified,192461,211297,Fully Eligible
female,single,0,self-employed,graduate,2160166,53543,380545,4,106804,education,1344041,6602394,verified,268998,170777,Fully Eligible
male,married,2,private,graduate,246094,4909,322052,7,68408,business,424261,1358681,verified,16973,7967,Fully Eligible
male,married,1,private,graduate,1739858,23818,126821,12,58533,education,1473090,3683799,verified,237780,139082,Fully Eligible
male,married,1,private,postgraduate,2049830,22250,330881,6,207738,home,1701217,12630590,unverified,368122,279551,Fully Eligible
female,married,2,private,graduate,1789689,26622,345984,2,275999,car,516732,3404826,verified,321862,79993,Fully Eligible
female,married,1,self-employed,graduate,2218157,26638,221871,6,12050,education,1018162,5211310,verified,319393,246535,Fully Eligible
female,married,1,government,graduate,1663853,27568,273429,2,283475,personal,1159493,4322577,verified,124265,149199,Fully Eligible
male,single,3,self-employed,non-graduate,486993,10404,75816,13,41113,business,1190996,6060476,verified,32021,45696,Fully Eligible
male,married,0,self-employed,graduate,1957801,37855,49304,4,90449,business,1687575,11294489,verified,419931,253743,Fully Eligible
male,single,2,private,graduate,1274178,19875,447021,5,131578,car,360329,1902513,verified,206307,158383,Fully Eligible
male,single,3,private,graduate,2129468,21967,23901,9,108716,car,172241,1287940,unverified,425849,315576,Fully Eligible
female,single,1,government,non-graduate,1995605,48465,351240,13,183289,home,1780717,5402033,verified,112966,100145,Fully Eligible
male,single,2,government,graduate,1153398,14809,274364,3,255758,education,690683,5119783,verified,159514,69720,Fully Eligible
male,single,2,private,graduate,1792616,23239,308836,12,139235,home,872769,4733224,verified,413660,214393,Fully Eligible
male,single,0,private,graduate,1933076,36905,140334,5,232593,education,465443,2485344,verified,370406,252663,Fully Eligible
female,single,0,self-employed,non-graduate,352711,7468,39241,2,4894,education,1471196,6319877,verified,71695,45372,Fully Eligible
male,married,2,private,graduate,1649858,40810,331470,3,174478,car,392718,1062115,verified,237938,139890,Fully Eligible
male,single,0,self-employed,postgraduate,2292956,56145,236272,13,112741,car,863736,5443454,verified,456310,98503,Fully Eligible
male,married,0,self-employed,graduate,277045,6527,299010,5,194537,education,324756,1259836,verified,51096,20507,Fully Eligible
male,single,1,private,non-graduate,1387909,21635,488199,7,245262,car,1957270,8318786,verified,106510,88343,Fully Eligible
male,married,0,government,graduate,933664,10374,155032,13,56896,education,1348197,6968191,verified,63700,85239,Fully Eligible
female,married,0,government,postgraduate,1341265,24242,427043,6,44392,car,413701,1152078,verified,114426,66709,Fully Eligible
male,married,3,government,graduate,1538352,13262,445226,14,255333,personal,1321000,3373771,verified,101385,164129,Fully Eligible
male,married,1,private,graduate,762873,8852,307195,14,252815,education,461139,1394806,verified,126325,111261,Fully Eligible
male,single,1,private,graduate,200116,1676,143085,2,156701,business,423574,2616309,verified,48637,23662,Fully Eligible
male,married,2,private,postgraduate,545877,6191,220593,13,56796,personal,1499710,5178062,verified,111742,80845,Fully Eligible
male,married,0,private,non-graduate,837534,13606,251710,14,234613,home,299509,1518922,verified,166712,96646,Fully Eligible
male,married,3,private,graduate,396508,5903,9633,9,125768,car,236259,810252,unverified,85651,47179,Fully Eligible
male,married,3,private,non-graduate,470829,6821,362714,8,258768,home,1594176,6255069,verified,108402,44173,Fully Eligible
male,single,1,self-employed,graduate,1842258,40865,411848,9,221431,business,1321219,3553544,verified,204122,264847,Fully Eligible
male,married,0,private,non-graduate,1918074,37562,315785,9,212281,car,1260181,5459499,verified,130506,140308,Fully Eligible
male,single,3,private,graduate,2316219,55451,171546,5,165470,home,991706,3155420,unverified,463868,281878,Fully Eligible
female,married,2,private,graduate,1957263,30838,107096,11,262869,personal,625730,3310495,verified,264948,59092,Fully Eligible
female,single,0,self-employed,graduate,2399186,30878,260364,7,39917,home,132012,881975,verified,573585,304931,Fully Eligible
female,married,0,self-employed,postgraduate,835474,8670,40754,7,43383,car,1325294,9133728,verified,197749,54564,Fully Eligible
female,single,0,private,postgraduate,2335363,45618,328515,10,291709,personal,1859420,13326152,verified,571737,93592,Fully Eligible
male,single,3,government,graduate,404696,9049,194683,9,191344,business,1651456,5151682,verified,82950,47281,Partially Eligible
female,married,1,private,graduate,502871,5730,237967,9,19867,home,230351,1170704,verified,86782,46598,Fully Eligible
female,married,1,private,graduate,1167281,26823,338200,6,133763,education,718432,2208317,verified,237413,75137,Fully Eligible
male,married,2,self-employed,graduate,1359451,23252,197615,3,56231,car,1707221,6884020,verified,142808,163804,Fully Eligible
female,single,3,self-employed,graduate,870766,9347,402174,8,266296,education,714558,2612871,verified,43921,70613,Fully Eligible
female,single,0,private,graduate,1851899,35274,360880,1,109760,education,101072,258973,unverified,263338,200040,Fully Eligible
male,married,2,government,graduate,1975634,33587,287119,10,70062,home,353392,2529985,unverified,351542,295866,Fully Eligible
male,married,2,government,postgraduate,2361238,20786,392038,11,86177,education,807221,5173090,verified,514241,71968,Fully Eligible
male,married,1,private,postgraduate,1910733,28636,103425,4,51231,personal,857983,4371382,verified,114942,251747,Fully Eligible
female,single,0,private,graduate,2302010,49293,33096,10,173227,business,1377852,5820554,verified,136156,223402,Fully Eligible
female,married,0,private,postgraduate,1446021,25436,348794,2,272480,business,629455,2869041,verified,343202,107971,Fully Eligible
male,single,3,private,graduate,2028831,26443,288491,5,260387,education,1474811,5200112,verified,183122,292471,Fully Eligible
male,married,3,private,postgraduate,1185055,28216,47486,12,281555,car,952072,6989162,verified,222380,169085,Fully Eligible
female,single,3,self-employed,graduate,1246101,15322,67148,12,190104,education,1575521,6187694,verified,98918,46436,Fully Eligible
male,single,2,private,postgraduate,527653,6619,356429,7,254149,car,100280,288156,verified,121482,59906,Fully Eligible
female,married,0,self-employed,graduate,1649026,23488,422219,11,34212,business,1857204,9884531,verified,329154,168796,Fully Eligible
male,married,1,private,graduate,372061,8647,293026,1,112473,personal,251012,1567304,verified,22655,41422,Fully Eligible
male,single,2,private,postgraduate,1566661,26310,184469,4,272748,car,966073,7107334,verified,163622,225302,Fully Eligible
female,single,2,private,graduate,2058575,40560,2004,3,201241,business,1277447,7163306,unverified,502211,306424,Fully Eligible
male,single,1,private,graduate,1844250,45376,465455,4,88135,home,1200416,4107863,verified,404345,109600,Fully Eligible
male,married,1,private,postgraduate,1041948,22285,105073,6,249778,education,1602792,7141215,verified,62029,67990,Fully Eligible
male,single,3,self-employed,postgraduate,1376768,15433,153080,10,188718,car,1017677,4155458,unverified,153455,162703,Fully Eligible
female,single,1,self-employed,graduate,1531869,32893,186943,6,260476,personal,784292,2037319,verified,177367,175053,Fully Eligible
male,married,1,private,graduate,2255191,46920,347074,12,73120,education,304967,1360422,verified,329133,107101,Fully Eligible
male,married,1,self-employed,graduate,1513599,18481,200853,1,116714,business,1938224,12594772,verified,159202,217644,Fully Eligible
male,married,1,private,postgraduate,2135500,29375,271944,3,222377,business,428244,1938487,verified,461002,270594,Fully Eligible
male,married,3,private,graduate,808989,16316,314414,1,244607,business,374652,2532235,verified,116627,56445,Fully Eligible
male,married,2,private,non-graduate,1195353,14710,180007,13,178462,car,1839371,11431000,verified,62768,119121,Fully Eligible
male,married,0,self-employed,graduate,282195,3330,98665,1,176295,home,1731570,10556977,verified,36093,32978,Fully Eligible
female,married,0,private,graduate,217650,4365,231797,1,168150,home,1489340,6560898,verified,36694,29577,Partially Eligible
female,married,2,private,graduate,534256,12293,47874,3,38003,business,688658,1905364,verified,97154,79451,Fully Eligible
male,single,0,private,graduate,499016,4782,299102,14,187703,education,1430763,9889709,verified,34566,57299,Fully Eligible
female,married,0,government,postgraduate,1624228,25606,433252,2,20003,personal,352551,2006522,verified,242757,162805,Fully Eligible
female,single,2,self-employed,graduate,1767652,32618,298373,14,264031,education,1649418,4870064,verified,240531,255973,Fully Eligible
male,single,0,self-employed,non-graduate,2393155,46916,216973,12,274900,car,506058,1471521,verified,203885,219958,Fully Eligible
female,single,0,self-employed,graduate,2027420,50556,210514,4,182236,home,857470,4777285,verified,174446,116284,Fully Eligible
female,single,2,private,graduate,2280222,44946,15289,7,66863,personal,1851182,8535896,unverified,557763,94248,Fully Eligible
female,married,0,self-employed,graduate,1420136,26512,272465,11,153068,business,1991489,6877780,verified,188456,69637,Fully Eligible
female,married,1,self-employed,non-graduate,431183,10705,360441,11,26319,business,1809657,6690589,verified,76775,43566,Partially Eligible
female,married,2,private,postgraduate,2341971,21884,152184,14,31289,car,685597,3036281,verified,213688,259212,Fully Eligible
female,married,3,private,graduate,2227561,21326,474083,2,117518,car,1885762,11787990,verified,537497,273711,Fully Eligible
female,single,0,private,non-graduate,1828211,32319,272796,2,189383,car,1598076,5569061,verified,437590,121250,Fully Eligible
female,single,3,private,graduate,1834080,26247,411650,13,169870,car,566848,3407581,unverified,382771,136563,Fully Eligible
male,married,0,government,postgraduate,1186602,11800,258060,12,211519,business,1867776,6341467,verified,162840,149053,Fully Eligible
male,married,1,private,postgraduate,2218430,29817,86179,12,41094,business,1456003,9199989,verified,295141,105340,Fully Eligible
female,single,2,private,postgraduate,1575948,30845,266856,13,135987,car,1663924,11649577,verified,359252,210075,Fully Eligible
female,married,3,government,non-graduate,1477539,33998,9560,11,127868,business,1353341,6379560,verified,330587,94416,Fully Eligible
male,single,2,private,non-graduate,605847,6001,106331,7,84565,car,1638706,9351475,verified,142323,51622,Fully Eligible
female,single,3,private,non-graduate,1664910,28862,53413,12,162341,personal,1223423,4687867,verified,174213,95308,Fully Eligible
female,single,0,government,graduate,1046945,13891,339018,9,4236,car,346257,2471649,verified,190997,49609,Fully Eligible
male,single,1,private,graduate,2080697,40480,350267,11,178137,car,1739424,8052445,verified,383578,251068,Fully Eligible
male,married,3,self-employed,postgraduate,1408531,24636,55016,3,11974,personal,954194,4755215,verified,171841,176433,Fully Eligible
male,married,3,private,postgraduate,1138671,27075,22909,10,46818,home,380736,1449592,verified,78466,78583,Fully Eligible
female,single,1,private,graduate,1221407,10945,293960,8,23918,education,421449,1462454,verified,86570,168794,Fully Eligible
female,married,1,private,graduate,860876,13918,211733,6,168591,car,608213,2212153,verified,188169,95943,Fully Eligible
male,married,1,private,postgraduate,1457703,16830,352916,13,283279,personal,716492,3495871,verified,172516,135324,Fully Eligible
male,single,1,government,non-graduate,245037,4234,414842,14,293221,personal,1019194,3249237,verified,55887,32303,Partially Eligible
female,single,1,government,graduate,994666,22439,20946,6,36517,business,188882,838522,verified,106684,134605,Fully Eligible
male,married,2,government,graduate,1384008,32554,400672,3,110615,car,1566579,6908884,verified,125296,141075,Fully Eligible
female,married,0,private,graduate,1592685,23843,320003,10,217521,personal,1399975,6531940,verified,204777,159447,Fully Eligible
female,married,0,government,graduate,2128761,46541,326112,9,148602,home,1904121,8777994,unverified,414673,238766,Fully Eligible
male,single,3,self-employed,postgraduate,1500407,19517,137452,9,258615,home,1524286,5902188,verified,261127,147495,Fully Eligible
